epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,625.29,0.8299,0.40004,0.81075,0.91144,0.87135,0.89318,0.59467,0.86871,0.41158,0.83248,0.000370444,0.000370444,0.000370444
123,630.137,0.8348,0.40166,0.80603,0.92568,0.86603,0.89417,0.60262,0.87457,0.41036,0.83369,0.000353776,0.000353776,0.000353776
124,635.304,0.82174,0.39732,0.80845,0.95068,0.83041,0.89364,0.60249,0.89427,0.41276,0.83344,0.000337458,0.000337458,0.000337458
125,640.88,0.80358,0.38921,0.80661,0.88376,0.87071,0.89474,0.5991,0.87956,0.4051,0.83398,0.000321498,0.000321498,0.000321498
126,645.734,0.82602,0.39793,0.80609,0.91886,0.84133,0.8886,0.59344,0.89516,0.41795,0.83498,0.0003059,0.0003059,0.0003059
127,650.476,0.83551,0.39758,0.80782,0.92268,0.84606,0.88926,0.6007,0.8879,0.40735,0.8351,0.00029067,0.00029067,0.00029067
128,655.069,0.80031,0.38672,0.81101,0.93472,0.84777,0.89009,0.60001,0.88846,0.40703,0.83617,0.000275816,0.000275816,0.000275816
129,659.818,0.80706,0.39058,0.81434,0.94538,0.80992,0.88701,0.60194,0.88591,0.40534,0.83658,0.000261341,0.000261341,0.000261341
130,664.709,0.79956,0.38391,0.81483,0.93097,0.8723,0.88745,0.59955,0.88908,0.4098,0.83586,0.000247253,0.000247253,0.000247253
131,669.52,0.79909,0.38591,0.80715,0.91576,0.8695,0.88956,0.60097,0.88475,0.4079,0.83374,0.000233556,0.000233556,0.000233556
132,674.394,0.78584,0.3778,0.81126,0.90711,0.87683,0.89018,0.59903,0.88369,0.40467,0.83418,0.000220256,0.000220256,0.000220256
133,681.814,0.79378,0.38271,0.80694,0.92107,0.87495,0.8987,0.60175,0.8869,0.4002,0.83403,0.000207358,0.000207358,0.000207358
134,688.769,0.78646,0.37409,0.80789,0.93816,0.84805,0.8963,0.60079,0.88508,0.40367,0.83506,0.000194866,0.000194866,0.000194866
135,693.651,0.80785,0.38412,0.80507,0.92661,0.85942,0.89871,0.60271,0.88171,0.40459,0.8339,0.000182786,0.000182786,0.000182786
136,699.145,0.78928,0.37595,0.81505,0.92323,0.86401,0.8988,0.59919,0.87788,0.4004,0.83493,0.000171122,0.000171122,0.000171122
137,704.07,0.79839,0.38274,0.80736,0.92614,0.86807,0.89496,0.59763,0.87811,0.40059,0.83469,0.000159879,0.000159879,0.000159879
138,708.831,0.79027,0.37391,0.80332,0.91774,0.87658,0.89127,0.5985,0.88028,0.39752,0.83411,0.000149061,0.000149061,0.000149061
139,713.785,0.78489,0.37312,0.80751,0.93402,0.85175,0.89297,0.6012,0.88362,0.39893,0.83432,0.000138673,0.000138673,0.000138673
140,718.801,0.78401,0.37584,0.80165,0.94529,0.86578,0.89977,0.60128,0.88095,0.3979,0.83429,0.000128717,0.000128717,0.000128717
141,723.767,0.78033,0.37328,0.80692,0.93472,0.86549,0.89702,0.59941,0.87905,0.39925,0.83373,0.000119199,0.000119199,0.000119199
142,728.759,0.77029,0.36894,0.80879,0.94271,0.86254,0.88919,0.59566,0.87905,0.40147,0.83415,0.000110122,0.000110122,0.000110122
143,733.709,0.77686,0.3705,0.80761,0.938,0.86058,0.88555,0.59242,0.88193,0.39553,0.83462,0.000101488,0.000101488,0.000101488
144,738.549,0.77498,0.36935,0.80929,0.94272,0.85659,0.88923,0.5963,0.8846,0.39632,0.83362,9.33025e-05,9.33025e-05,9.33025e-05
145,743.227,0.76456,0.3648,0.81114,0.94354,0.85082,0.88984,0.60129,0.88066,0.39366,0.83402,8.55676e-05,8.55676e-05,8.55676e-05
146,747.92,0.77509,0.37078,0.80698,0.93199,0.84608,0.88475,0.60192,0.87944,0.39455,0.83484,7.82863e-05,7.82863e-05,7.82863e-05
147,752.577,0.77597,0.37045,0.80345,0.93402,0.84504,0.88724,0.59862,0.88402,0.39797,0.83504,7.14616e-05,7.14616e-05,7.14616e-05
